2014-03-16 0:43:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 0:51:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 0:51:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 0:51:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 0:51:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 0:52:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 0:52:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 0:52:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 0:52:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 0:53:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 0:53:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 0:53:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 0:53:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 0:54:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 0:54:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 0:54:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 0:54:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 0:55:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 0:55:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 0:55:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 0:55:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 0:56:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 0:56:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 0:56:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 0:56:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 0:57:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 0:57:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 0:57:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 0:57:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 0:58:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 0:58:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 0:58:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 0:58:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 0:59:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 0:59:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 0:59:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 0:59:02 - INFO --> | purgeArchive         |          0 |    0.000 |     OK | No shares deleted                        |
2014-03-16 1:00:04 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:00:04 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:00:04 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:00:04 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:01:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:01:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:01:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:01:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:02:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:02:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:02:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:02:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:03:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:03:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:03:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:03:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:04:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:04:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:04:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:04:02 - INFO --> | purgeArchive         |          0 |    0.000 |     OK | No shares deleted                        |
2014-03-16 1:05:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:05:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:05:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:05:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:06:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:06:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:06:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:06:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:07:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:07:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:07:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:07:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:08:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:08:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:08:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:08:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:09:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:09:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:09:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:09:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:10:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:10:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:10:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:10:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:11:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:11:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:11:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:11:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:12:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:12:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:12:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:12:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:13:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:13:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:13:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:13:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:14:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:14:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:14:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:14:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:15:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:15:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:15:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:15:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:16:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:16:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:16:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:16:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:17:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:17:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:17:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:17:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:18:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:18:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:18:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:18:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:19:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:19:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:19:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:19:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:20:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:20:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:20:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:20:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:21:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:21:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:21:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:21:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:22:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:22:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:22:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:22:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:23:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:23:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:23:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:23:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:24:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:24:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:24:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:24:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:25:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:25:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:25:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:25:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:26:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:26:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:26:03 - INFO --> | cleanupTokens        |          0 |    0.000 |     OK | No tokens deleted                        |
2014-03-16 1:26:03 - INFO --> | purgeArchive         |          0 |    0.000 |     OK | No shares deleted                        |
2014-03-16 1:27:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:27:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:27:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:27:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:28:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:28:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:28:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:28:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:29:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:29:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:29:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:29:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:30:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:30:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:30:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:30:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:31:02 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:31:02 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:31:02 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:31:02 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:32:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:32:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:32:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:32:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:33:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:33:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:33:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:33:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:34:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:34:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:34:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:34:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:35:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:35:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:35:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:35:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:36:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:36:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:36:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:36:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:37:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:37:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:37:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:37:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:38:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:38:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:38:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:38:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:39:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:39:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:39:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:39:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:40:07 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:40:07 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:40:07 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:40:07 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:41:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:41:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:41:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:41:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:42:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:42:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:42:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:42:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:43:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:43:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:43:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:43:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:44:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:44:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:44:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:44:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:45:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:45:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:45:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:45:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:46:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:46:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:46:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:46:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:47:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:47:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:47:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:47:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:48:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:48:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:48:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:48:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
2014-03-16 1:49:03 - INFO --> | Process              |   Affected |  Runtime | Status | Message                                  |
2014-03-16 1:49:03 - INFO --> | cleanupNotifications |          0 |    0.000 |     OK | No notifications deleted                 |
2014-03-16 1:49:03 - INFO --> | cleanupTokens        |          0 |    0.001 |     OK | No tokens deleted                        |
2014-03-16 1:49:03 - INFO --> | purgeArchive         |          0 |    0.001 |     OK | No shares deleted                        |
